TotalIncomingRequests,EOFErrors,ECONNREFUSEDErrors,TrueECONNRESETErrors,TotalOutgoingRequests,OutgoingNetworkErrors,Hostname,SuccessfulOutgoingRequests,FailedOutgoingRequests,OutgoingUnknownErrors,OutgoingHTTPErrors,ForceClosedErrors,ECONNABORTEDErrors,StartTime
1453,0,0,0,0,0,go-server-deployment-69549d5865-5fdw7,0,0,0,0,0,0,2019-10-19 02:09:46.817589438 +0000 UTC m=+61.003856411
172104,0,1,4,156310,5,go-server-deployment-69549d5865-8rr6g,155805,5,0,0,0,0,2019-10-19 02:09:39.082840381 +0000 UTC m=+61.004056492
2515,0,0,0,39,0,go-server-deployment-69549d5865-bd6g6,0,0,0,0,0,0,2019-10-19 02:09:48.933680258 +0000 UTC m=+61.008457955
225636,0,10,7,345120,17,go-server-deployment-69549d5865-kjnjb,344603,17,0,0,0,0,2019-10-19 02:09:38.019536676 +0000 UTC m=+61.004545218
217103,1,4,3,275008,8,go-server-deployment-69549d5865-jzzz7,274499,8,0,0,0,0,2019-10-19 02:10:03.945498199 +0000 UTC m=+61.005587933
3115,0,0,0,0,0,go-server-deployment-69549d5865-mprdq,0,0,0,0,0,0,2019-10-19 02:09:57.231257975 +0000 UTC m=+61.039130924
121427,2,0,1,113131,3,go-server-deployment-69549d5865-ncqk8,112454,3,0,0,0,0,2019-10-19 02:09:33.006322198 +0000 UTC m=+61.018219466
2086,0,0,0,1,0,go-server-deployment-69549d5865-gxrlz,0,0,0,0,0,0,2019-10-19 02:10:04.286992534 +0000 UTC m=+61.005515162
207806,37,1,4,191044,42,go-server-deployment-69549d5865-qsdhn,190168,42,0,0,0,0,2019-10-19 02:09:35.522227029 +0000 UTC m=+61.005673300
2129,0,0,0,0,0,go-server-deployment-69549d5865-cvt24,0,0,0,0,0,0,2019-10-19 02:10:04.033911067 +0000 UTC m=+61.009960767
4444,0,0,0,20,0,go-server-deployment-69549d5865-r4tsj,0,0,0,0,0,0,2019-10-19 02:09:56.339259615 +0000 UTC m=+61.004063312
229589,14,3,4,297501,21,go-server-deployment-69549d5865-dlqzw,296777,21,0,0,0,0,2019-10-19 02:09:37.615026031 +0000 UTC m=+61.004655220
2810,0,0,0,0,0,go-server-deployment-69549d5865-d5ch6,0,0,0,0,0,0,2019-10-19 02:10:04.047474521 +0000 UTC m=+61.003749273
221109,68,38,11,298615,117,go-server-deployment-69549d5865-nn8gb,297993,117,0,0,0,0,2019-10-19 02:09:34.383290592 +0000 UTC m=+61.004885470
1484,0,0,0,9,0,go-server-deployment-69549d5865-dhhw6,0,0,0,0,0,0,2019-10-19 02:10:04.305173145 +0000 UTC m=+61.017328579
173450,76,4,10,166026,90,go-server-deployment-69549d5865-hjflc,165318,90,0,0,0,0,2019-10-19 02:10:06.627181779 +0000 UTC m=+61.005498823
1462,0,0,0,52,0,go-server-deployment-69549d5865-b5m2v,0,0,0,0,0,0,2019-10-19 02:09:49.051918178 +0000 UTC m=+61.002331867
42899,0,0,2,26770,2,go-server-deployment-69549d5865-957j6,25769,2,0,0,0,0,2019-10-19 02:09:36.675221974 +0000 UTC m=+61.020787979
4213,0,0,0,0,0,go-server-deployment-69549d5865-dktwt,0,0,0,0,0,0,2019-10-19 02:10:02.272486827 +0000 UTC m=+61.010498541
964,0,0,0,27,0,go-server-deployment-69549d5865-vf6cg,0,0,0,0,0,0,2019-10-19 02:09:47.700708813 +0000 UTC m=+61.005157985
2392,0,0,0,0,0,go-server-deployment-69549d5865-jz5mq,0,0,0,0,0,0,2019-10-19 02:10:04.295473497 +0000 UTC m=+61.006836236
183634,75,354,31,332650,460,go-server-deployment-69549d5865-wr5zl,331690,460,0,0,0,0,2019-10-19 02:09:35.868472986 +0000 UTC m=+61.005994975
1826,0,0,0,1,0,go-server-deployment-69549d5865-8jpdg,0,0,0,0,0,0,2019-10-19 02:09:47.263004024 +0000 UTC m=+61.006242063
173802,27,19,10,308196,56,go-server-deployment-69549d5865-j2btw,307628,56,0,0,0,0,2019-10-19 02:09:34.805302733 +0000 UTC m=+61.008685068
2607,0,0,0,3,0,go-server-deployment-69549d5865-b67bl,0,0,0,0,0,0,2019-10-19 02:09:50.831846864 +0000 UTC m=+61.003877037
1921,0,0,0,0,0,go-server-deployment-69549d5865-7tkgj,0,0,0,0,0,0,2019-10-19 02:09:48.422844381 +0000 UTC m=+61.003794687
195651,0,0,4,162894,4,go-server-deployment-69549d5865-zttvt,162390,4,0,0,0,0,2019-10-19 02:09:36.149656428 +0000 UTC m=+61.002525080
2147,0,0,0,58,0,go-server-deployment-69549d5865-gkbwn,0,0,0,0,0,0,2019-10-19 02:10:04.527761486 +0000 UTC m=+61.014994537
188837,0,0,4,182764,4,go-server-deployment-69549d5865-4kchc,182260,4,0,0,0,0,2019-10-19 02:09:39.809338341 +0000 UTC m=+61.002536614
1888,0,0,0,0,0,go-server-deployment-69549d5865-bq2rv,0,0,0,0,0,0,2019-10-19 02:09:48.277586512 +0000 UTC m=+61.004369757
189040,0,0,3,175104,3,go-server-deployment-69549d5865-bt7db,174601,3,0,0,0,0,2019-10-19 02:09:33.162758431 +0000 UTC m=+61.006642644
2089,0,0,0,1,0,go-server-deployment-69549d5865-mpgzr,0,0,0,0,0,0,2019-10-19 02:10:04.206950203 +0000 UTC m=+61.003286622
85945,0,1,6,193780,7,go-server-deployment-69549d5865-wct26,193273,7,0,0,0,0,2019-10-19 02:10:22.460556124 +0000 UTC m=+61.002287590
4936,0,0,0,0,0,go-server-deployment-69549d5865-8kmsb,0,0,0,0,0,0,2019-10-19 02:09:56.002110115 +0000 UTC m=+61.040317813
179821,16,0,3,319338,19,go-server-deployment-69549d5865-rhjdr,318819,19,0,0,0,0,2019-10-19 02:09:34.99206744 +0000 UTC m=+61.007032677
3168,0,0,0,0,0,go-server-deployment-69549d5865-2mntd,0,0,0,0,0,0,2019-10-19 02:09:54.357882807 +0000 UTC m=+61.010475434
291624,0,1,1,313574,2,go-server-deployment-69549d5865-jm8kx,313072,2,0,0,0,0,2019-10-19 02:09:32.848677529 +0000 UTC m=+61.002381763
161,0,0,0,1,0,go-server-deployment-69549d5865-s8njg,0,0,0,0,0,0,2019-10-19 02:09:34.165206363 +0000 UTC m=+61.007972321
197882,78,35,14,190118,127,go-server-deployment-69549d5865-xrzdw,189491,127,0,0,0,0,2019-10-19 02:10:03.872967574 +0000 UTC m=+61.003714613
1942,0,0,0,2,0,go-server-deployment-69549d5865-sqlm5,0,0,0,0,0,0,2019-10-19 02:09:48.401671096 +0000 UTC m=+61.009761756
3165,0,0,0,311,0,go-server-deployment-69549d5865-7gs6g,0,0,0,0,0,0,2019-10-19 02:10:05.379142729 +0000 UTC m=+61.045058843
44017,47,24,8,248406,79,go-server-deployment-69549d5865-c99wf,247826,79,0,0,0,0,2019-10-19 02:09:47.895790093 +0000 UTC m=+61.002783587
333463,44,30,18,353305,92,go-server-deployment-69549d5865-qtf46,352714,92,0,0,0,0,2019-10-19 02:09:33.781826242 +0000 UTC m=+61.018025524
244771,0,1,6,279038,7,go-server-deployment-69549d5865-xlpcv,278531,7,0,0,0,0,2019-10-19 02:09:36.62666833 +0000 UTC m=+61.007473000
104720,0,0,2,72781,2,go-server-deployment-69549d5865-6pbq8,72115,2,0,0,0,0,2019-10-19 02:10:01.962165548 +0000 UTC m=+61.006352098
207035,0,0,3,271470,3,go-server-deployment-69549d5865-5p4dz,270967,3,0,0,0,0,2019-10-19 02:09:56.423866148 +0000 UTC m=+61.004856691
88,0,0,0,1,0,go-server-deployment-69549d5865-9vlw2,0,0,0,0,0,0,2019-10-19 02:09:33.525599688 +0000 UTC m=+61.004414247
84994,55,55,17,236738,127,go-server-deployment-69549d5865-vp5nk,236085,127,0,0,0,0,2019-10-19 02:09:46.921290016 +0000 UTC m=+61.005789620
214528,7,1,7,286246,15,go-server-deployment-69549d5865-754v7,285712,15,0,0,0,0,2019-10-19 02:09:33.155932898 +0000 UTC m=+61.006370209
166223,0,1,1,161325,2,go-server-deployment-69549d5865-kql75,160823,2,0,0,0,0,2019-10-19 02:09:38.019330587 +0000 UTC m=+61.004459788
135129,24,20,8,273227,52,go-server-deployment-69549d5865-bpgl6,272652,52,0,0,0,0,2019-10-19 02:09:35.972764111 +0000 UTC m=+61.004297496
231306,84,91,22,348967,197,go-server-deployment-69549d5865-9z8qz,348270,197,0,0,0,0,2019-10-19 02:09:34.214488143 +0000 UTC m=+61.007134136
309527,27,14,11,315874,52,go-server-deployment-69549d5865-52fnw,315143,52,0,0,0,0,2019-10-19 02:09:35.831068367 +0000 UTC m=+61.005110299
325440,57,162,28,334278,247,go-server-deployment-69549d5865-nvtrg,333033,247,0,0,0,0,2019-10-19 02:09:32.805358087 +0000 UTC m=+61.002187043
213525,60,6,9,197826,75,go-server-deployment-69549d5865-ff87s,196956,75,0,0,0,0,2019-10-19 02:09:40.007176685 +0000 UTC m=+61.003338574
298680,45,374,22,323352,441,go-server-deployment-69549d5865-vzwjx,322027,441,0,0,0,0,2019-10-19 02:09:37.227927495 +0000 UTC m=+61.003047893
202935,0,0,9,185883,9,go-server-deployment-69549d5865-9w5fm,185374,9,0,0,0,0,2019-10-19 02:09:37.607390656 +0000 UTC m=+61.004606333
128773,7,0,5,110490,12,go-server-deployment-69549d5865-2wj67,109526,12,0,0,0,0,2019-10-19 02:09:34.810415672 +0000 UTC m=+61.009116977
269200,0,0,3,298011,3,go-server-deployment-69549d5865-zvdsf,297508,3,0,0,0,0,2019-10-19 02:10:21.690214523 +0000 UTC m=+61.014319034
1455,0,0,0,1,0,go-server-deployment-69549d5865-ksvdv,0,0,0,0,0,0,2019-10-19 02:10:05.796826181 +0000 UTC m=+61.007880554
1571,0,0,0,33,0,go-server-deployment-69549d5865-vhdjp,0,0,0,0,0,0,2019-10-19 02:09:45.784829252 +0000 UTC m=+61.006222377
182125,0,0,0,180605,0,go-server-deployment-69549d5865-thmrh,180084,0,0,0,0,0,2019-10-19 02:14:32.3517742 +0000 UTC m=+61.003254535
107813,49,11,14,229491,74,go-server-deployment-69549d5865-fcjfl,228606,74,0,0,0,0,2019-10-19 02:10:21.131670297 +0000 UTC m=+61.002919754
80526,0,2,7,215246,9,go-server-deployment-69549d5865-jlctq,214737,9,0,0,0,0,2019-10-19 02:10:20.042947066 +0000 UTC m=+61.004532438
185070,0,0,2,168371,2,go-server-deployment-69549d5865-txsv8,167869,2,0,0,0,0,2019-10-19 02:09:35.993319669 +0000 UTC m=+61.014087021
2364,0,0,0,0,0,go-server-deployment-69549d5865-rncd4,0,0,0,0,0,0,2019-10-19 02:10:05.95497686 +0000 UTC m=+61.004686381
253879,37,277,19,287723,333,go-server-deployment-69549d5865-4pc5p,286865,333,0,0,0,0,2019-10-19 02:09:32.910591189 +0000 UTC m=+61.006461565
237573,0,39,3,260035,42,go-server-deployment-69549d5865-cbv5m,259487,42,0,0,0,0,2019-10-19 02:09:33.845810312 +0000 UTC m=+61.004670477
210428,52,1,6,196228,59,go-server-deployment-69549d5865-m9vrv,195601,59,0,0,0,0,2019-10-19 02:09:39.290179297 +0000 UTC m=+61.004064614
2175,0,0,0,0,0,go-server-deployment-69549d5865-jldjn,0,0,0,0,0,0,2019-10-19 02:10:05.54154325 +0000 UTC m=+61.019905658
2339,0,0,0,331,0,go-server-deployment-69549d5865-8v2hb,0,0,0,0,0,0,2019-10-19 02:09:48.818940712 +0000 UTC m=+61.006790201
292270,0,1,3,301064,4,go-server-deployment-69549d5865-kkdtn,300560,4,0,0,0,0,2019-10-19 02:09:39.399895424 +0000 UTC m=+61.004449997
111528,31,0,3,83857,34,go-server-deployment-69549d5865-vl2c9,83323,34,0,0,0,0,2019-10-19 02:09:34.600694468 +0000 UTC m=+61.036016310
69118,0,2,7,198760,9,go-server-deployment-69549d5865-cpzbs,198251,9,0,0,0,0,2019-10-19 02:10:23.011119965 +0000 UTC m=+61.003429492
2057,0,0,0,0,0,go-server-deployment-69549d5865-lnrrd,0,0,0,0,0,0,2019-10-19 02:09:48.817257316 +0000 UTC m=+61.021183276
217838,21,0,6,321845,27,go-server-deployment-69549d5865-69rdt,321184,27,0,0,0,0,2019-10-19 02:09:34.515162274 +0000 UTC m=+61.017493052
193391,0,0,6,179400,6,go-server-deployment-69549d5865-77vjg,178851,6,0,0,0,0,2019-10-19 02:09:34.268627434 +0000 UTC m=+61.010767167
292850,22,97,20,318521,139,go-server-deployment-69549d5865-5zrks,317863,139,0,0,0,0,2019-10-19 02:09:33.967475435 +0000 UTC m=+61.007450055
322292,35,4,7,330870,46,go-server-deployment-69549d5865-8lr5l,329824,46,0,0,0,0,2019-10-19 02:09:39.613215798 +0000 UTC m=+61.002398701
1401,0,0,0,1,0,go-server-deployment-69549d5865-lglwl,0,0,0,0,0,0,2019-10-19 02:09:45.608317288 +0000 UTC m=+61.003616544
1525,0,0,0,0,0,go-server-deployment-69549d5865-kcb62,0,0,0,0,0,0,2019-10-19 02:10:03.37693835 +0000 UTC m=+61.009975815
2011,0,0,0,11,0,go-server-deployment-69549d5865-jhw4f,0,0,0,0,0,0,2019-10-19 02:10:05.572102721 +0000 UTC m=+61.018565729
2697,0,0,0,0,0,go-server-deployment-69549d5865-ndbbc,0,0,0,0,0,0,2019-10-19 02:09:50.898540548 +0000 UTC m=+61.009501676
280083,0,0,5,314317,5,go-server-deployment-69549d5865-q6pwq,313812,5,0,0,0,0,2019-10-19 02:09:32.861027452 +0000 UTC m=+61.002878538
229944,52,16,12,203201,80,go-server-deployment-69549d5865-jwvjp,202269,80,0,0,0,0,2019-10-19 02:09:39.445230828 +0000 UTC m=+61.006912419
189804,0,8,6,271478,14,go-server-deployment-69549d5865-z2pnk,270964,14,0,0,0,0,2019-10-19 02:10:06.531349236 +0000 UTC m=+61.006224868
2204,0,0,0,8,0,go-server-deployment-69549d5865-95xn5,0,0,0,0,0,0,2019-10-19 02:10:05.745528329 +0000 UTC m=+61.004166656
221341,29,9,7,293708,45,go-server-deployment-69549d5865-88tfw,292667,45,0,0,0,0,2019-10-19 02:10:04.115876086 +0000 UTC m=+61.011402775
208405,39,4,12,203701,55,go-server-deployment-69549d5865-sbm58,202970,55,0,0,0,0,2019-10-19 02:09:40.40517674 +0000 UTC m=+61.004023757
2423,0,0,0,1,0,go-server-deployment-69549d5865-hl4mp,0,0,0,0,0,0,2019-10-19 02:10:04.543473393 +0000 UTC m=+61.005947023
1615,0,0,0,11,0,go-server-deployment-69549d5865-k44kl,0,0,0,0,0,0,2019-10-19 02:09:47.103912511 +0000 UTC m=+61.006568652
2609,0,0,0,1,0,go-server-deployment-69549d5865-tkr5v,0,0,0,0,0,0,2019-10-19 02:10:06.318712762 +0000 UTC m=+61.012812395
278311,0,1,6,284628,7,go-server-deployment-69549d5865-ctxhx,284121,7,0,0,0,0,2019-10-19 02:09:38.289212053 +0000 UTC m=+61.007164879
1871,0,0,0,0,0,go-server-deployment-69549d5865-njg8s,0,0,0,0,0,0,2019-10-19 02:09:49.168097304 +0000 UTC m=+61.008613433
4005,0,0,0,8,0,go-server-deployment-69549d5865-2szsq,0,0,0,0,0,0,2019-10-19 02:10:04.074417115 +0000 UTC m=+61.064024413
65721,0,0,6,195000,6,go-server-deployment-69549d5865-8m8j2,194494,6,0,0,0,0,2019-10-19 02:09:47.703872502 +0000 UTC m=+61.006769164
46481,0,2,1,94807,3,go-server-deployment-69549d5865-s8n5z,93804,3,0,0,0,0,2019-10-19 02:09:34.807328345 +0000 UTC m=+61.004154571
220388,89,18,7,214928,114,go-server-deployment-69549d5865-s9tks,214314,114,0,0,0,0,2019-10-19 02:09:33.42428965 +0000 UTC m=+61.002126141
3620,0,0,0,1,0,go-server-deployment-69549d5865-qfsk9,0,0,0,0,0,0,2019-10-19 02:10:04.795611713 +0000 UTC m=+61.029307625
221133,24,2,7,301475,33,go-server-deployment-69549d5865-v9xgm,300909,33,0,0,0,0,2019-10-19 02:09:36.458229398 +0000 UTC m=+61.004837603
187440,0,34,4,264962,38,go-server-deployment-69549d5865-v6qr4,264424,38,0,0,0,0,2019-10-19 02:10:06.787019446 +0000 UTC m=+61.021754961
2350,0,0,0,0,0,go-server-deployment-69549d5865-lflnt,0,0,0,0,0,0,2019-10-19 02:09:47.382236753 +0000 UTC m=+61.002224623
63513,0,6,12,193722,18,go-server-deployment-69549d5865-9wppp,193204,18,0,0,0,0,2019-10-19 02:10:22.1828011 +0000 UTC m=+61.027679837
210850,45,2,5,190290,52,go-server-deployment-69549d5865-2k6rs,189650,52,0,0,0,0,2019-10-19 02:09:37.330778494 +0000 UTC m=+61.006719506
267538,0,29,12,302987,41,go-server-deployment-69549d5865-8mgjr,302446,41,0,0,0,0,2019-10-19 02:09:32.820205233 +0000 UTC m=+61.003580612
3874,0,0,0,1,0,go-server-deployment-69549d5865-2l6xq,0,0,0,0,0,0,2019-10-19 02:10:01.816077615 +0000 UTC m=+61.028042718
2931,0,0,0,44,0,go-server-deployment-69549d5865-bcrfp,0,0,0,0,0,0,2019-10-19 02:09:51.984655017 +0000 UTC m=+61.002760468
65122,0,6,1,203900,7,go-server-deployment-69549d5865-hv2tw,203393,7,0,0,0,0,2019-10-19 02:10:23.573559284 +0000 UTC m=+61.010243561
2497,0,0,0,1,0,go-server-deployment-69549d5865-4r5hb,0,0,0,0,0,0,2019-10-19 02:10:06.187091166 +0000 UTC m=+61.004622587
1631,0,0,0,19,0,go-server-deployment-69549d5865-hv7k8,0,0,0,0,0,0,2019-10-19 02:09:44.841483471 +0000 UTC m=+61.006896659
227668,34,36,20,294191,90,go-server-deployment-69549d5865-r2l45,293546,90,0,0,0,0,2019-10-19 02:10:01.625373877 +0000 UTC m=+61.005231699
214189,28,4,4,286277,36,go-server-deployment-69549d5865-hj85b,285591,36,0,0,0,0,2019-10-19 02:09:37.508309826 +0000 UTC m=+61.007616551
179706,0,1,5,177792,6,go-server-deployment-69549d5865-5m5xd,177284,6,0,0,0,0,2019-10-19 02:10:03.175754274 +0000 UTC m=+61.012938320
69097,0,0,0,40288,0,go-server-deployment-69549d5865-f8qmn,39650,0,0,0,0,0,2019-10-19 02:09:34.026648429 +0000 UTC m=+61.017422925
213211,16,15,10,300724,41,go-server-deployment-69549d5865-shhps,300147,41,0,0,0,0,2019-10-19 02:09:36.052348089 +0000 UTC m=+61.004538321
1591,0,0,0,314,0,go-server-deployment-69549d5865-75zk7,0,0,0,0,0,0,2019-10-19 02:10:01.846569863 +0000 UTC m=+61.004272788
76801,63,94,15,216023,172,go-server-deployment-69549d5865-fznp2,215311,172,0,0,0,0,2019-10-19 02:10:20.587122797 +0000 UTC m=+61.003152523
66292,0,33,4,201338,37,go-server-deployment-69549d5865-wlmq2,200801,37,0,0,0,0,2019-10-19 02:10:22.781751486 +0000 UTC m=+61.007030192
161714,38,19,15,313812,72,go-server-deployment-69549d5865-dzx4k,313118,72,0,0,0,0,2019-10-19 02:10:05.081943679 +0000 UTC m=+61.009395616
2281,0,0,0,0,0,go-server-deployment-69549d5865-8n7f8,0,0,0,0,0,0,2019-10-19 02:10:06.424593919 +0000 UTC m=+61.004096324
230402,18,13,9,282484,40,go-server-deployment-69549d5865-d64ks,281459,40,0,0,0,0,2019-10-19 02:10:02.317596417 +0000 UTC m=+61.003768954
115120,58,3,2,87397,63,go-server-deployment-69549d5865-kzhmc,86641,63,0,0,0,0,2019-10-19 02:09:33.411925255 +0000 UTC m=+61.007802544
1814,0,0,0,1,0,go-server-deployment-69549d5865-7pxqr,0,0,0,0,0,0,2019-10-19 02:09:45.395427303 +0000 UTC m=+61.026544245
201441,18,2,6,308374,26,go-server-deployment-69549d5865-sszmc,307735,26,0,0,0,0,2019-10-19 02:09:35.392461663 +0000 UTC m=+61.007827823
1573,0,0,0,0,0,go-server-deployment-69549d5865-67hlg,0,0,0,0,0,0,2019-10-19 02:10:01.706562136 +0000 UTC m=+61.013222976
215982,0,22,3,281838,25,go-server-deployment-69549d5865-8v9ps,281313,25,0,0,0,0,2019-10-19 02:10:01.932829847 +0000 UTC m=+61.004100918
67444,0,1,9,191474,10,go-server-deployment-69549d5865-tlfv2,190964,10,0,0,0,0,2019-10-19 02:10:23.399293013 +0000 UTC m=+61.004827400
87009,0,1,5,57697,6,go-server-deployment-69549d5865-vr7hx,57137,6,0,0,0,0,2019-10-19 02:09:33.516170402 +0000 UTC m=+61.007828797
1944,0,0,0,380,0,go-server-deployment-69549d5865-j9s4h,0,0,0,0,0,0,2019-10-19 02:10:04.975395585 +0000 UTC m=+61.003628619
194233,12,0,2,185298,14,go-server-deployment-69549d5865-kb7xk,184772,14,0,0,0,0,2019-10-19 02:10:04.451758577 +0000 UTC m=+61.009706254
2650,0,0,0,1,0,go-server-deployment-69549d5865-t4lb8,0,0,0,0,0,0,2019-10-19 02:09:50.339507818 +0000 UTC m=+61.005414341
56879,0,1,11,177200,12,go-server-deployment-69549d5865-4dlzg,176688,12,0,0,0,0,2019-10-19 02:09:47.140794663 +0000 UTC m=+61.003169517
156094,50,14,9,286902,73,go-server-deployment-69549d5865-hhss8,285830,73,0,0,0,0,2019-10-19 02:09:34.496121149 +0000 UTC m=+61.011564488
195083,8,10,9,363684,27,go-server-deployment-69549d5865-225fr,363157,27,0,0,0,0,2019-10-19 02:09:36.570766993 +0000 UTC m=+61.003615727
262782,3,3,10,309380,16,go-server-deployment-69549d5865-w5v2g,308558,16,0,0,0,0,2019-10-19 02:10:22.150935722 +0000 UTC m=+61.006139927
147668,24,18,2,274837,44,go-server-deployment-69549d5865-rvqrf,274109,44,0,0,0,0,2019-10-19 02:09:34.603891891 +0000 UTC m=+61.019040974
224596,0,2,2,271997,4,go-server-deployment-69549d5865-4z6cf,271493,4,0,0,0,0,2019-10-19 02:09:34.340087552 +0000 UTC m=+61.004068165
172951,0,0,2,172889,2,go-server-deployment-69549d5865-p4zx8,172223,2,0,0,0,0,2019-10-19 02:10:06.101220966 +0000 UTC m=+61.007486394
1682,0,0,0,1,0,go-server-deployment-69549d5865-crtxj,0,0,0,0,0,0,2019-10-19 02:09:48.963889415 +0000 UTC m=+61.012604204
137393,109,98,18,212487,225,go-server-deployment-69549d5865-c2rxk,211762,225,0,0,0,0,2019-10-19 02:09:47.91552556 +0000 UTC m=+61.005292032
192423,19,8,6,273624,33,go-server-deployment-69549d5865-zqfrm,273092,33,0,0,0,0,2019-10-19 02:10:02.039560952 +0000 UTC m=+61.006253233
2721,0,0,0,0,0,go-server-deployment-69549d5865-w6pgl,0,0,0,0,0,0,2019-10-19 02:09:50.835509253 +0000 UTC m=+61.004285024
68632,4,1,4,215525,9,go-server-deployment-69549d5865-x8ggk,215016,9,0,0,0,0,2019-10-19 02:10:21.473970805 +0000 UTC m=+61.002293949
1974,0,0,0,36,0,go-server-deployment-69549d5865-j6xk2,0,0,0,0,0,0,2019-10-19 02:09:48.049389715 +0000 UTC m=+61.005379428
235737,96,307,14,346147,417,go-server-deployment-69549d5865-dk2ck,345230,417,0,0,0,0,2019-10-19 02:09:37.529938921 +0000 UTC m=+61.002865248
192353,6,3,5,310626,14,go-server-deployment-69549d5865-nf5k6,310112,14,0,0,0,0,2019-10-19 02:09:34.483994535 +0000 UTC m=+61.022001923
171231,1,0,5,156699,6,go-server-deployment-69549d5865-z4kng,156193,6,0,0,0,0,2019-10-19 02:10:03.727025126 +0000 UTC m=+61.002829822
1412,0,0,0,0,0,go-server-deployment-69549d5865-bm7hb,0,0,0,0,0,0,2019-10-19 02:10:02.804608169 +0000 UTC m=+61.004635167
191099,6,0,5,304763,11,go-server-deployment-69549d5865-76s2c,304221,11,0,0,0,0,2019-10-19 02:09:35.085312089 +0000 UTC m=+61.007636074
139636,0,0,1,126489,1,go-server-deployment-69549d5865-tvh5r,125936,1,0,0,0,0,2019-10-19 02:09:32.925746213 +0000 UTC m=+61.006994297
1419,0,0,0,1,0,go-server-deployment-69549d5865-jw4x8,0,0,0,0,0,0,2019-10-19 02:09:47.100555776 +0000 UTC m=+61.006500109
3419,0,0,0,2,0,go-server-deployment-69549d5865-4ljnv,0,0,0,0,0,0,2019-10-19 02:09:53.268905942 +0000 UTC m=+61.005677562
1582,0,0,0,0,0,go-server-deployment-69549d5865-wg96n,0,0,0,0,0,0,2019-10-19 02:09:48.402191864 +0000 UTC m=+61.003628177
181742,0,0,8,266413,8,go-server-deployment-69549d5865-pvwph,265906,8,0,0,0,0,2019-10-19 02:12:03.114956923 +0000 UTC m=+61.045460749
260782,7,1,7,307749,15,go-server-deployment-69549d5865-t9vrp,307200,15,0,0,0,0,2019-10-19 02:09:32.613644567 +0000 UTC m=+61.004398841
185433,3,49,6,321553,58,go-server-deployment-69549d5865-drfgr,320995,58,0,0,0,0,2019-10-19 02:09:32.809044905 +0000 UTC m=+61.005943438
3260,0,0,0,0,0,go-server-deployment-69549d5865-phxlv,0,0,0,0,0,0,2019-10-19 02:09:54.005030757 +0000 UTC m=+61.012604192
188551,0,1,2,161610,3,go-server-deployment-69549d5865-l4cln,161107,3,0,0,0,0,2019-10-19 02:10:03.799057399 +0000 UTC m=+61.141442711
271526,0,0,2,307633,2,go-server-deployment-69549d5865-pdk8l,307131,2,0,0,0,0,2019-10-19 02:10:23.839518939 +0000 UTC m=+61.003293706
1616,0,0,0,0,0,go-server-deployment-69549d5865-bzfjx,0,0,0,0,0,0,2019-10-19 02:10:04.849951919 +0000 UTC m=+61.003762219
67327,0,1,6,204925,7,go-server-deployment-69549d5865-kn4md,204418,7,0,0,0,0,2019-10-19 02:10:20.863195113 +0000 UTC m=+61.003768028
2914,0,0,0,1,0,go-server-deployment-69549d5865-2d9ff,0,0,0,0,0,0,2019-10-19 02:10:04.791537443 +0000 UTC m=+61.004536007
1599,0,0,0,0,0,go-server-deployment-69549d5865-9x9n7,0,0,0,0,0,0,2019-10-19 02:09:47.788298163 +0000 UTC m=+61.003614726
244264,0,41,1,396774,42,go-server-deployment-69549d5865-vfzlb,396232,42,0,0,0,0,2019-10-19 02:09:38.492521724 +0000 UTC m=+61.003965189
188116,0,0,4,169667,4,go-server-deployment-69549d5865-v2kp5,169163,4,0,0,0,0,2019-10-19 02:09:36.171048238 +0000 UTC m=+61.009688675
211396,32,7,8,285166,47,go-server-deployment-69549d5865-8j89k,284479,47,0,0,0,0,2019-10-19 02:10:07.163244619 +0000 UTC m=+61.003020381
2594,0,0,0,125,0,go-server-deployment-69549d5865-dqhqx,0,0,0,0,0,0,2019-10-19 02:10:03.300476261 +0000 UTC m=+61.006697480
2082,0,0,0,0,0,go-server-deployment-69549d5865-rxbwm,0,0,0,0,0,0,2019-10-19 02:10:05.243767066 +0000 UTC m=+61.006915685
218331,2,0,8,291869,10,go-server-deployment-69549d5865-hc2pd,291359,10,0,0,0,0,2019-10-19 02:09:34.6264825 +0000 UTC m=+61.009290323
221973,49,20,24,208020,93,go-server-deployment-69549d5865-f67km,206927,93,0,0,0,0,2019-10-19 02:09:33.542958723 +0000 UTC m=+61.003488288
248378,0,1,2,286952,3,go-server-deployment-69549d5865-74skp,286449,3,0,0,0,0,2019-10-19 02:10:22.866945171 +0000 UTC m=+61.034046509
193183,16,2,5,305463,23,go-server-deployment-69549d5865-j7kds,304787,23,0,0,0,0,2019-10-19 02:09:34.521349768 +0000 UTC m=+61.003489460
72957,19,48,9,228551,76,go-server-deployment-69549d5865-cgtvr,227975,76,0,0,0,0,2019-10-19 02:09:46.344359901 +0000 UTC m=+61.003681913
2147,0,0,0,2,0,go-server-deployment-69549d5865-nf499,0,0,0,0,0,0,2019-10-19 02:09:48.253617528 +0000 UTC m=+61.006618353
1733,0,0,0,14,0,go-server-deployment-69549d5865-s6qnx,0,0,0,0,0,0,2019-10-19 02:09:55.816405961 +0000 UTC m=+61.007365359
